pmcid,keyword_raw,keyword_normalised,licence_code
PMC11266479,coronary artery bypass grafting,coronary artery bypass grafting,by
PMC11266479,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11266479,left ventricular systolic function,left ventricular systolic function,by
PMC11270397,atrial fibrillation,atrial fibrillation,by
PMC11270397,diabetes mellitus,diabetes mellitus,by
PMC11270397,electrical remodeling,electrical remodeling,by
PMC11270397,sodium channels,sodium channels,by
PMC11270397,calcium channels,calcium channels,by
PMC11270397,potassium channels,potassium channels,by
PMC11270397,late sodium channels,late sodium channels,by
PMC11273156,heart failure,heart failure,by
PMC11273156,implantable cardioverter-defibrillator,implantable cardioverter-defibrillator,by
PMC11273156,secondary prevention,secondary prevention,by
PMC11273156,machine learning-based phenomapping,machine learning-based phenomapping,by
PMC11273156,the first appropriate shock,the first appropriate shock,by
PMC11273156,all-cause death,all-cause death,by
PMC11273130,Cre8,cre8,by
PMC11273130,drug eluting stent,drug eluting stent,by
PMC11273130,performance,performance,by
PMC11273130,target lesion failure,target lesion failure,by
PMC11273130,device-oriented primary end-point,device-oriented primary end-point,by
PMC11272855,fibrinogen-to-albumin ratio,fibrinogen-to-albumin ratio,by
PMC11272855,diabetes,diabetes,by
PMC11272855,prediabetes,prediabetes,by
PMC11272855,long-term mortality,long-term mortality,by
PMC11272855,coronary artery disease,coronary artery disease,by
PMC11273134,left ventricular thrombosis,left ventricular thrombosis,by
PMC11273134,anticoagulation,anticoagulation,by
PMC11273134,direct oral anticoagulants,direct oral anticoagulants,by
PMC11273134,vitamin K antagonists,vitamin k antagonists,by
PMC11266831,COVID-19,covid-19,by
PMC11266831,bradycardia,bradycardia,by
PMC11266831,tachycardia,tachycardia,by
PMC11266831,fever,fever,by
PMC11266831,arrhythmia,arrhythmia,by
PMC11266831,SARS-CoV-2,sars-cov-2,by
PMC11333916,bariatric surgery,bariatric surgery,by
PMC11333916,pancreatic cell differentiation,pancreatic cell differentiation,by
PMC11333916,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC11264001,anticoagulation,anticoagulation,by
PMC11264001,heart failure,heart failure,by
PMC11264001,thrombosis,thrombosis,by
PMC11264001,type 2 diabetes,type 2 diabetes,by
PMC11272830,clinical effectiveness and safety,clinical effectiveness and safety,by
PMC11272830,reduced rivaroxaban dose,reduced rivaroxaban dose,by
PMC11272830,dual antiplatelet therapy,dual antiplatelet therapy,by
PMC11272830,nonvalvular atrial fibrillation,nonvalvular atrial fibrillation,by
PMC11272830,left atrial appendage closure,left atrial appendage closure,by
PMC11272887,sedentary time,sedentary time,by
PMC11272887,physical activity,physical activity,by
PMC11272887,accelerometer,accelerometer,by
PMC11272887,arterial stiffness,arterial stiffness,by
PMC11272887,vascular aging,vascular aging,by
PMC11272887,Spanish population,spanish population,by
PMC11262450,sodium-glucose cotransporter 2 inhibitors,sodium-glucose cotransporter 2 inhibitors,by
PMC11262450,arrhythmia,arrhythmia,by
PMC11262450,tachycardia,tachycardia,by
PMC11262450,tachyarrhythmia,tachyarrhythmia,by
PMC11262450,bradycardia,bradycardia,by
PMC11262450,bradyarrhythmia,bradyarrhythmia,by
PMC11262450,cardiac arrest,cardiac arrest,by
PMC11262450,meta-analysis,meta-analysis,by
PMC11262450,systematic review,systematic review,by
PMC12776363,Type 1 diabetes,type 1 diabetes,by
PMC12776363,Artificial pancreas,artificial pancreas,by
PMC12776363,Insulin pumps,insulin pumps,by
PMC12776363,Clinical trials,clinical trials,by
PMC12776363,Closed-loop systems,closed-loop systems,by
PMC12776363,Pediatric diabetes,pediatric diabetes,by
PMC7617301,enteroendocrine,enteroendocrine,by
PMC7617301,GIP,gip,by
PMC7617301,GLP‐1,glp‐1,by
PMC7617301,gut hormone,gut hormone,by
PMC7617301,incretin,incretin,by
PMC7617301,obesity,obesity,by
PMC12507511,preeclampsia,preeclampsia,by
PMC12507511,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC12507511,risk perception,risk perception,by
PMC12507511,cardiometabolic disease,cardiometabolic disease,by
PMC12539534,multimorbidity,multimorbidity,by
PMC12539534,inequalities,inequalities,by
PMC12539534,lifestyle,lifestyle,by
PMC12539534,social epidemiology,social epidemiology,by
PMC7617304,chromogranin,chromogranin,by
PMC7617304,enteroendocrine,enteroendocrine,by
PMC7617304,GLP‐1,glp‐1,by
PMC7617304,GIP,gip,by
PMC7617304,gut hormone,gut hormone,by
PMC7617304,organoid,organoid,by
PMC7617304,single cell RNA sequencing,single cell rna sequencing,by
PMC12523975,Solanum melongena,solanum melongena,by
PMC12523975,Kidney Damage,kidney damage,by
PMC12523975,AT1 Receptor,at1 receptor,by
PMC12523975,Cytokine TGF-β1,cytokine tgf-β1,by
PMC12400197,blood pressure,blood pressure,by
PMC12400197,exercise pressor reflex,exercise pressor reflex,by
PMC12400197,insulin,insulin,by
PMC12400197,nucleus tractus solitarius,nucleus tractus solitarius,by
PMC12400197,PI3K,pi3k,by
PMC12400197,sympathetic activity,sympathetic activity,by
PMC12424577,active‐matrix metalloproteinase‐8,active‐matrix metalloproteinase‐8,by
PMC12424577,Type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12424577,enzyme‐linked immunosorbent assay,enzyme‐linked immunosorbent assay,by
PMC12424577,glycated hemoglobin,glycated hemoglobin,by
PMC12424577,advanced glycation end products,advanced glycation end products,by
PMC12424577,periodontitis,periodontitis,by
PMC12424577,receptor for advanced glycation end products,receptor for advanced glycation end products,by
PMC12476221,apoptosis,apoptosis,by
PMC12476221,diabetes mellitus,diabetes mellitus,by
PMC12476221,erectile dysfunction,erectile dysfunction,by
PMC12476221,fibrosis,fibrosis,by
PMC12476221,relaxin,relaxin,by
PMC12238847,Pandemic,pandemic,by
PMC12238847,COVID-19,covid-19,by
PMC12238847,Healthcare workers,healthcare workers,by
PMC12238847,Epidemiological profiles,epidemiological profiles,by
PMC12238847,Outcomes,outcomes,by
PMC12238847,Sub-Saharan Africa,sub-saharan africa,by
PMC12221407,cellular senescence,cellular senescence,by
PMC12221407,stress-induced premature senescence,stress-induced premature senescence,by
PMC12221407,stress hormones,stress hormones,by
PMC12221407,oxidative stress,oxidative stress,by
PMC12221407,DNA damage,dna damage,by
PMC12186468,glycated hemoglobin,glycated hemoglobin,by
PMC12186468,periodontal diseases,periodontal diseases,by
PMC12186468,periodontitis,periodontitis,by
PMC12186468,systematic review,systematic review,by
PMC12186468,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12120511,family health history,family health history,by
PMC12120511,healthcare cost,healthcare cost,by
PMC12120511,instrumental variables,instrumental variables,by
PMC12120511,two‐part model,two‐part model,by
PMC12120511,type 2 diabetes,type 2 diabetes,by
PMC12181761,Liver,liver,by
PMC12181761,metabolic dysfunction-associated steatotic liver disease (MASLD),metabolic dysfunction-associated steatotic liver disease (masld),by
PMC12181761,physical activity,physical activity,by
PMC12181761,exercise,exercise,by
PMC12181761,nutrition,nutrition,by
PMC12181761,education,education,by
PMC12181761,patient-reported outcomes,patient-reported outcomes,by
PMC12039595,diabetes mellitus Type 2,diabetes mellitus type 2,by
PMC12039595,hospital malnutrition,hospital malnutrition,by
PMC12039595,length of stay,length of stay,by
PMC12039595,nutrition risk index,nutrition risk index,by
PMC12137773,diagnostic criteria,diagnostic criteria,by
PMC12137773,early gestational diabetes mellitus,early gestational diabetes mellitus,by
PMC12137773,first trimester,first trimester,by
PMC12137773,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC12137773,neonatal intensive care,neonatal intensive care,by
PMC12137773,neonatal respiratory distress,neonatal respiratory distress,by
PMC12137773,pregnancy,pregnancy,by
PMC12137773,screening,screening,by
PMC12135693,EndoC,endoc,by
PMC12135693,human,human,by
PMC12135693,human-to-mouse,human-to-mouse,by
PMC12135693,islet transplantation,islet transplantation,by
PMC12135693,pseudoislets,pseudoislets,by
PMC12135693,streptozotocin,streptozotocin,by
PMC12135693,type 1 diabetes mellitus,type 1 diabetes mellitus,by
PMC11895649,Galectin 3,galectin 3,by
PMC11895649,gestational diabetes,gestational diabetes,by
PMC11895649,inflammation,inflammation,by
PMC11895649,mitogen‐activated protein kinases (MAPKs),mitogen‐activated protein kinases (mapks),by
PMC11895649,tumor necrosis factor‐alpha (TNF‐α),tumor necrosis factor‐alpha (tnf‐α),by
PMC12090250,"Diabetes mellitus, type 2","diabetes mellitus, type 2",by
PMC12090250,referral and consultation,referral and consultation,by
PMC12090250,secondary care centres,secondary care centres,by
PMC12090250,glycated haemoglobin,glycated haemoglobin,by
PMC12090250,general practice,general practice,by
PMC12080094,diabetes,diabetes,by
PMC12080094,management,management,by
PMC12080094,multicultural issues,multicultural issues,by
PMC12080094,self‐care,self‐care,by
PMC12106965,Children,children,by
PMC12106965,Diabetic Ketoacidosis,diabetic ketoacidosis,by
PMC12106965,Diabetes Type 1,diabetes type 1,by
PMC12106965,Pediatric Intensive Care Unit,pediatric intensive care unit,by
PMC12106965,Insulin Analogues,insulin analogues,by
PMC12106965,Basal Insulin,basal insulin,by
PMC12106965,Clinical Trial,clinical trial,by
PMC13527762,Celosiae semen,celosiae semen,by
PMC13527762,diabetic cataract,diabetic cataract,by
PMC13527762,network pharmacology,network pharmacology,by
PMC13527762,molecular docking,molecular docking,by
PMC13527762,molecular dynamics simulation,molecular dynamics simulation,by
PMC13527762,ocular diseases,ocular diseases,by
PMC13344816,gestational diabetes,gestational diabetes,by
PMC13344816,glycemic control,glycemic control,by
PMC13344816,insulin,insulin,by
PMC13344816,obesity,obesity,by
PMC13344816,racial disparities,racial disparities,by
PMC12079847,breastfeeding,breastfeeding,by
PMC12079847,early diabetes,early diabetes,by
PMC12079847,lactogenesis,lactogenesis,by
PMC12079847,metformin,metformin,by
PMC12079847,pregestational diabetes,pregestational diabetes,by
PMC13437126,calcific aortic stenosis,calcific aortic stenosis,by
PMC13437126,diabetes mellitus,diabetes mellitus,by
PMC13437126,APOC2,apoc2,by
PMC13437126,personalized medicine,personalized medicine,by
PMC13383164,animal model,animal model,by
PMC13383164,dental implants,dental implants,by
PMC13383164,"diabetes mellitus, type 2","diabetes mellitus, type 2",by
PMC13383164,photochemotherapy,photochemotherapy,by
PMC13383164,resveratrol,resveratrol,by
PMC13394337,ageing,ageing,by
PMC13394337,cytokines,cytokines,by
PMC13394337,heat stress,heat stress,by
PMC13394337,hypertension,hypertension,by
PMC13394337,intestinal fatty acid binding protein,intestinal fatty acid binding protein,by
PMC13394337,lipopolysaccharide‐binding protein,lipopolysaccharide‐binding protein,by
PMC13394337,plasma soluble cluster of differentiation 14,plasma soluble cluster of differentiation 14,by
PMC13394337,type 2 diabetes,type 2 diabetes,by
PMC12549181,diabetes,diabetes,by
PMC12549181,management,management,by
PMC12549181,multilevel,multilevel,by
PMC12549181,pregnant women,pregnant women,by
PMC12549181,Thailand,thailand,by
PMC13327773,cardiac energetics,cardiac energetics,by
PMC13327773,cardiac mechanics,cardiac mechanics,by
PMC13327773,cross‐bridge model,cross‐bridge model,by
PMC13327773,diabetes,diabetes,by
PMC12543427,COVID-19 epidemic,covid-19 epidemic,by
PMC12543427,gestational diabetes mellitus,gestational diabetes mellitus,by
PMC12543427,half-day outpatient management,half-day outpatient management,by
PMC12543425,cardiovascular risk factor,cardiovascular risk factor,by
PMC12543425,cutoff value,cutoff value,by
PMC12543425,gender difference,gender difference,by
PMC12543425,metabolic syndrome,metabolic syndrome,by
PMC12543425,serum urate,serum urate,by
PMC13256665,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC13256665,sarcopenia,sarcopenia,by
PMC13256665,exercise,exercise,by
PMC13256665,short-chain fatty acids,short-chain fatty acids,by
PMC13256665,gut microbiota,gut microbiota,by
PMC12543421,pregnancy,pregnancy,by
PMC12543421,type 1 diabetes,type 1 diabetes,by
PMC12543421,continuous glucose monitoring,continuous glucose monitoring,by
PMC12543421,basal insulin analog,basal insulin analog,by
PMC12543421,hypoglycemia,hypoglycemia,by
PMC13248776,diabetic retinopathy,diabetic retinopathy,by
PMC13248776,glycated hemoglobin (HbA1c),glycated hemoglobin (hba1c),by
PMC13248776,sight‐threatening diabetic retinopathy (STDR),sight‐threatening diabetic retinopathy (stdr),by
PMC13248776,type 2 diabetes mellitus (T2DM),type 2 diabetes mellitus (t2dm),by
PMC13256395,Blood-brain barrier,blood-brain barrier,by
PMC13256395,diabetes mellitus,diabetes mellitus,by
PMC13256395,cognitive impairment,cognitive impairment,by
PMC13256395,stroke,stroke,by
PMC13256395,depression,depression,by
PMC13284661,Gestational diabetes mellitus,gestational diabetes mellitus,by
PMC13284661,glucokinase regulator gene,glucokinase regulator gene,by
PMC13284661,rs780094,rs780094,by
PMC13284661,rs1260326,rs1260326,by
PMC13284661,meta-analysis,meta-analysis,by
PMC13284661,susceptibility,susceptibility,by
PMC13248775,Alogliptin,alogliptin,by
PMC13248775,AURKB,aurkb,by
PMC13248775,diabetic cardiomyopathy,diabetic cardiomyopathy,by
PMC13248775,NLGN2,nlgn2,by
PMC13248775,oxidative stress,oxidative stress,by
PMC13248485,Diabetic peripheral neuropathy,diabetic peripheral neuropathy,by
PMC13248485,type 1 diabetes,type 1 diabetes,by
PMC13248485,nerve mechanosensitivity,nerve mechanosensitivity,by
PMC13248485,lower limb neurodynamic tests,lower limb neurodynamic tests,by
PMC13248485,straight leg raise test,straight leg raise test,by
PMC13248485,slump test,slump test,by
PMC13284644,Empagliflozin,empagliflozin,by
PMC13284644,arterial stiffness,arterial stiffness,by
PMC13284644,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC13284644,pulse wave velocity,pulse wave velocity,by
PMC13284644,ventricular function,ventricular function,by
PMC13284644,albumin to creatinine ratio,albumin to creatinine ratio,by
PMC13284644,endothelial function,endothelial function,by
PMC13181192,Type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC13181192,Interstitial lung abnormalities,interstitial lung abnormalities,by
PMC13181192,Quantitative analysis,quantitative analysis,by
PMC13181192,Lung damage,lung damage,by
PMC13181192,Computed tomography,computed tomography,by
PMC13181192,Hemoglobin A1c,hemoglobin a1c,by
PMC13193380,chronic intermittent hypoxia,chronic intermittent hypoxia,by
PMC13193380,hepatic function,hepatic function,by
PMC13193380,life‐course,life‐course,by
PMC13193380,metabolic dysfunction,metabolic dysfunction,by
PMC13193380,offspring,offspring,by
PMC13193380,pregnancy,pregnancy,by
PMC13193380,sex,sex,by
PMC13178281,75‐g oral glucose tolerance test,75‐g oral glucose tolerance test,by
PMC13178281,benign or low‐grade malignant tumor,benign or low‐grade malignant tumor,by
PMC13178281,central pancreatectomy,central pancreatectomy,by
PMC13178281,distal pancreatectomy,distal pancreatectomy,by
PMC13178281,endocrine function,endocrine function,by
PMC13181203,Non-alcoholic fatty liver disease,non-alcoholic fatty liver disease,by
PMC13181203,Attenuation imaging,attenuation imaging,by
PMC13181203,Type 2 diabetes,type 2 diabetes,by
PMC13181203,Ultrasonic attenuation imaging,ultrasonic attenuation imaging,by
PMC13181203,Intraclass correlation coefficient,intraclass correlation coefficient,by
PMC13181203,Proton density fat fraction,proton density fat fraction,by
PMC13176754,Adrenal incidentaloma,adrenal incidentaloma,by
PMC13176754,Hypertension,hypertension,by
PMC13176754,Risk factor,risk factor,by
PMC13176754,Comorbidity,comorbidity,by
PMC13176754,Adrenal masses,adrenal masses,by
PMC13176754,Multivariable regression,multivariable regression,by
PMC13176700,culturally and linguistically diverse,culturally and linguistically diverse,by
PMC13176700,prediabetes,prediabetes,by
PMC13176700,reflective thematic analysis,reflective thematic analysis,by
PMC13176700,SDG10,sdg10,by
PMC13176700,SDG3,sdg3,by
PMC13176700,self‐management,self‐management,by
PMC13147945,adherence,adherence,by
PMC13147945,denosumab,denosumab,by
PMC13147945,kidney function,kidney function,by
PMC13147945,osteoporosis,osteoporosis,by
PMC13147945,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12676021,Polycystic ovary syndrome,polycystic ovary syndrome,by
