pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC7617304,39639676.0,10.1113/JP287463,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7e958af5468bc92e,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12523975,41103333.0,10.5812/ijpr-139144,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7e958af5468bc92e,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC12400197,39165238.0,10.1113/JP286715,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0eba362b4c815ae5,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12424577,39632588.0,10.1002/JPER.24-0362,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0eba362b4c815ae5,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12476221,39654344.0,10.1111/andr.13822,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0eba362b4c815ae5,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12238847,40636433.0,10.12688/f1000research.150775.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_64672f2a9946c2d5,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12221407,39226159.0,10.14336/AD.2024.0262,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_64672f2a9946c2d5,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12186468,39343708.0,10.1111/jre.13327,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_64672f2a9946c2d5,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12120511,39588597.0,10.1111/1475-6773.14412,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_392aad949bbba3b3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12181761,40547821.0,10.3310/nihropenres.13784.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_392aad949bbba3b3,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12039595,40496432.0,10.1002/puh2.70011,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_392aad949bbba3b3,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC12137773,39157877.0,10.1111/1471-0528.17938,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_392aad949bbba3b3,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12135693,39298538.0,10.1080/19382014.2024.2406041,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_392aad949bbba3b3,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC11895649,39230472.0,10.1002/kjm2.12890,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8ba5b70d187ccc9b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12090250,39617955.0,10.1080/02813432.2024.2433107,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8ba5b70d187ccc9b,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12080094,39569469.0,10.1111/jan.16621,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8ba5b70d187ccc9b,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC12106965,40433420.0,10.5812/ijem-139684,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8ba5b70d187ccc9b,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC13527762,40947696.0,10.2174/0118715303387305250818132910,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_69a678344645e332,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC13344816,42597235.0,10.1002/pmf2.70088,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_69a678344645e332,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12079847,40375954.0,10.1002/pmf2.12040,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_69a678344645e332,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC13437126,40768636.0,10.14336/AD.2025.0518,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ba715d29d144b26e,confidently_author only (ambiguous/clearly_not_author excluded),4,False
PMC13383164,41137208.0,10.1111/php.70046,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ba715d29d144b26e,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC13394337,40159416.0,10.1113/EP092567,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ba715d29d144b26e,confidently_author only (ambiguous/clearly_not_author excluded),8,False
PMC12549181,41142491.0,10.1177/26884844251383424,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d7a9d796db19e972,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC13327773,40717350.0,10.1113/JP288463,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d7a9d796db19e972,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC12543427,41133173.0,10.1177/26884844251380118,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d7a9d796db19e972,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC12543425,41133176.0,10.1177/26884844251379364,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d7a9d796db19e972,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC13256665,40586379.0,10.14336/AD.2025.0670,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12543421,41133177.0,10.1177/26884844251378015,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC13248776,41403358.0,10.1002/kjm2.70148,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC13256395,40540715.0,10.14336/AD.2025.0296,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC13284661,39806965.0,10.2174/0118715303313654241101042033,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13248775,41428503.0,10.1002/kjm2.70149,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC13248485,40792652.0,10.1080/10669817.2025.2544285,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC13284644,39976018.0,10.2174/0118715303372020250131060159,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e21ae58203bf51f3,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC13181192,40464171.0,10.2174/0115734056343395250526140343,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3bf4d361db33a94c,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13193380,41236084.0,10.1111/jsr.70245,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3bf4d361db33a94c,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC13178281,42146813.0,10.1002/ags3.70139,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3bf4d361db33a94c,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC13181203,40103469.0,10.2174/0115734056335310250217064323,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_3bf4d361db33a94c,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13176754,40770469.0,10.2174/0115734056347340241009102228,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7e21b05441b426f7,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13176700,40984659.0,10.1111/jan.70214,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_7e21b05441b426f7,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13147945,41069143.0,10.1002/kjm2.70124,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d70dde4f7ce86fd1,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12676021,40277055.0,10.2174/011573403X349035250408050637,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d70dde4f7ce86fd1,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC13068177,41424192.0,10.1111/jocn.70186,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_81bb37209f18695f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC13071095,41287917.0,10.1002/acn3.70263,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_81bb37209f18695f,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC4505778,26213612.0,10.12688/f1000research.6474.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_18e39d16ca0c04fa,confidently_author only (ambiguous/clearly_not_author excluded),2,True
PMC4358412,25789160.0,10.12688/f1000research.5995.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a392e4145bae8291,confidently_author only (ambiguous/clearly_not_author excluded),1,True
PMC4888855,27137487.0,10.15252/emmm.201505801,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_85655fde446f0d82,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC4995685,27610222.0,10.12688/f1000research.8457.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d41905884830de47,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC4931291,27221050.0,10.15252/emmm.201506046,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f287d4000ad161bd,confidently_author only (ambiguous/clearly_not_author excluded),4,False
PMC4943291,27429746.0,10.12688/f1000research.9095.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_f287d4000ad161bd,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC4909112,27347379.0,10.12688/f1000research.8299.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_036641b90676f9be,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC6169949,30564666.0,10.3399/bjgpopen17X100929,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d71cfb24928baff8,confidently_author only (ambiguous/clearly_not_author excluded),3,True
PMC6181096,30564690.0,10.3399/bjgpopen17X101205,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d71cfb24928baff8,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC6181095,30564693.0,10.3399/bjgpopen17X101241,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_d71cfb24928baff8,confidently_author only (ambiguous/clearly_not_author excluded),3,False
PMC5760971,29375810.0,10.12688/f1000research.12170.3,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cadc0c6434f7f412,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC5761020,29399212.0,10.2174/1874192401711010159,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_cadc0c6434f7f412,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC5721334,29290832.0,10.2174/1874192401711010076,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9fa963858b65fb78,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC5725598,29299082.0,10.2174/1874364101711010355,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_9fa963858b65fb78,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC5712635,29238655.0,10.2174/2213988501711010041,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_e7d38482b85886e2,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC5698914,29188016.0,10.12688/f1000research.12198.2,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_c74e20c09b4ec224,confidently_author only (ambiguous/clearly_not_author excluded),4,False
PMC5645706,29093809.0,10.12688/f1000research.12417.2,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_5155e23677959d80,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC5564019,28868092.0,10.2174/1874192401711010066,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_966ce4f14117ac69,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC5510560,28761571.0,10.2174/1874440001711010032,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_b341b510d754e477,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC5420190,28567166.0,10.2174/1874364101711010051,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_17aca10e853ce53c,confidently_author only (ambiguous/clearly_not_author excluded),4,True
PMC5388792,28458728.0,10.2174/1874091X01711010001,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8809b7578cfb903f,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC5362970,28400862.0,10.2174/1874192401711010019,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a161ffa20c6efd61,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC5287388,28203478.0,10.14336/AD.2016.0627,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ef441a22af4d58c0,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC5287385,28203479.0,10.14336/AD.2016.1010,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_ef441a22af4d58c0,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC6348435,30740534.0,10.12688/wellcomeopenres.14552.2,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_321901e37c33aa66,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC6198417,30450147.0,10.2174/1874613601812010126,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8c1a3404fc5fe0e,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC6198411,30450144.0,10.2174/1874364101812010281,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8c1a3404fc5fe0e,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC6243331,30459202.0,10.1042/BCJ20170677,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8c1a3404fc5fe0e,confidently_author only (ambiguous/clearly_not_author excluded),3,True
PMC6198407,30450140.0,10.2174/1874285801812010333,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a8c1a3404fc5fe0e,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC6166392,30294394.0,10.2174/1874434601812010195,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a524456ed696b051,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC6131315,30258500.0,10.2174/1874192401812010080,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_a13392c2fe177cd7,confidently_author only (ambiguous/clearly_not_author excluded),6,True
