keyword,canonical_form,cluster_id,freq
Public procurement,Public procurement,Public procurement,16
Regulatory framework,Regulatory framework,Regulatory framework,8
Tyres,Tyres,Tyres,7
collection,collection,collection,16
legal framework,Legal framework,Legal framework,7
Mexican Caribbean,Mexican Caribbean,Mexican Caribbean,1
Quintana Roo,Quintana Roo,Quintana Roo,1
sargasso,sargasso,sargasso,1
SWOT,SWOT,SWOT,15
Applications,Applications,Applications,35
Coffee by-products,Coffee by-products,Coffee by-products,14
Coffee husk,Coffee husk,Coffee husk,2
Coffee pulp,Coffee pulp,Coffee pulp,7
Coffee silverskin,Coffee silverskin,Coffee silverskin,10
Scientometric analysis,Scientometric analysis,Scientometric analysis,31
Spent coffee grounds,Spent coffee grounds,Spent coffee grounds,51
Black soldier fly,Black soldier fly,Black soldier fly,60
Feed conversion ratio,Feed conversion ratio,Feed conversion ratio,3
Nutritional composition,Nutritional composition,Nutritional composition,5
Side-streams,Side streams,Side streams,12
Waste reduction,Waste reduction,Waste reduction,50
Eco-efficiency index,Eco-efficiency index,Eco-efficiency index,1
Energy storage,Energy storage,Energy storage,74
Techno-economic analysis,Techno-economic analysis,Techno-economic analysis,132
Decarboxylation,Decarboxylation,Decarboxylation,1
Esterification,Esterification,Esterification,4
Heterogeneous biocatalysts,Heterogeneous biocatalysts,Heterogeneous biocatalysts,1
Phenolic acids,phenolics,phenolics,47
Brine management,Brine management,Brine management,8
Desalination,Desalination,Desalination,37
Minimum liquid discharge,Minimum liquid discharge,Minimum liquid discharge,2
Salt recovery,Salt recovery,Salt recovery,2
Zero liquid discharge,Zero liquid discharge,Zero liquid discharge,12
Ammonia,Ammonia,Ammonia,38
Cattle slurry,Cattle slurry,Cattle slurry,2
Fertilizer,Fertilizer,Fertilizer,108
Rock powder,Rock powder,Rock powder,1
Silicate,Silicate,Silicate,1
advanced manufacturing,advanced manufacturing,advanced manufacturing,3
heterogeneous catalysis,heterogeneous catalysis,heterogeneous catalysis,18
hydrogenolysis,Hydrogen,Hydrogen,174
nanomaterials,nanomaterials,nanomaterials,32
perovskites,perovskites,perovskites,5
upcycling,Upcycling,Upcycling,124
waste plastic,Waste plastic,Waste plastic,82
Beer chain,Beer chain,Beer chain,1
Beer packaging formats,Beer packaging formats,Beer packaging formats,1
Brewer's spent grain,Brewers’ spent grain,Brewers’ spent grain,33
Brewer's spent yeast,Brewers’ spent grain,Brewers’ spent grain,33
Carbon footprint,Carbon footprint,Carbon footprint,130
Disposal methods,Disposal methods,Disposal methods,2
Environmental impact,Environmental sustainability,Environmental sustainability,1324
Hot trub,Hot trub,Hot trub,1
Post-consumer packaging waste,Post-consumer packaging waste,Post-consumer packaging waste,1
Spent hops,Spent hops,Spent hops,2
Public–private partnership,public–private partnership,public–private partnership,7
Solid waste,Solid waste,Solid waste,93
Zero landfill,Zero landfill,Zero landfill,2
Zero-waste city,Zero waste,Zero waste,111
biobased thermoset resin,biobased thermoset resin,biobased thermoset resin,1
biocomposites,Biocomposites,Biocomposites,78
chain extender,Chain extender,Chain extender,3
epoxidized soybean oil,epoxidized soybean oil,epoxidized soybean oil,1
hazelnut shell powder,hazelnut shell powder,hazelnut shell powder,2
malic acid,malic acid,malic acid,2
poly(butylene succinate-co-adipate),Polybutylene succinate,Polybutylene succinate,7
poly(lactic acid),Polylactic acid,Polylactic acid,58
succinic acid,Succinic acid,Succinic acid,14
Collaborative fashion consumption,Collaborative fashion consumption,Collaborative fashion consumption,2
Customer attitudes,Customer attitudes,Customer attitudes,1
Fashion marketing,fashion marketing,fashion marketing,3
Fashion renting,Fashion renting,Fashion renting,1
Second-hand fashion,Second-hand fashion,Second-hand fashion,2
Light electric vehicle,Light electric vehicle,Light electric vehicle,1
Delphi technique,Delphi technique,Delphi technique,5
Fuzzy DEMATEL,Fuzzy DEMATEL,Fuzzy DEMATEL,20
Palm oil,Palm oil,Palm oil,8
Circular economy (CE),Circular economy,Circular economy,14811
Economic indicators,economic security,economic security,9
Monitoring,Monitoring,Monitoring,27
Water,Water,Water,55
Active filters,Active filters,Active filters,1
Biofuel,Biofuels,Biofuels,182
Digestate,Digestate,Digestate,77
Market waste,Market waste,Market waste,1
Mature landfill leachate,Mature landfill leachate,Mature landfill leachate,3
Sustainable supply chain management,Sustainability,Sustainability,5297
Systems thinking,Systems thinking,Systems thinking,52
Theory development,Theory development,Theory development,4
Aromatic hydrocarbons,Aromatic hydrocarbons,Aromatic hydrocarbons,2
Electroactive biofilm,Electroactive biofilm,Electroactive biofilm,1
Mediator-less microbial fuel cell,Mediator-less microbial fuel cell,Mediator-less microbial fuel cell,1
Salt bridge,Salt bridge,Salt bridge,1
Voltage output,Voltage output,Voltage output,1
Electric power system,Electric power system,Electric power system,1
Environment,Environmental sustainability,Environmental sustainability,1324
Nature-inspired optimization model,Nature-inspired optimization model,Nature-inspired optimization model,1
Solar energy integration,Solar energy integration,Solar energy integration,1
Carbon capture and storage,Carbon capture and storage,Carbon capture and storage,5
Carbon emissions,Carbon emissions,Carbon emissions,83
Carbon neutralization,Carbon neutrality,Carbon neutrality,101
Carbon peak,Carbon peak,Carbon peak,4
China,China,China,134
Climate change,Climate change,Climate change,280
Energy transformation path,Energy transformation path,Energy transformation path,1
Policy development,Policy development,Policy development,5
Renewable energy,Renewable energy,Renewable energy,349
Green technologies and products,Green technologies and products,Green technologies and products,1
Materials accelerator of progress changes,Materials accelerator of progress changes,Materials accelerator of progress changes,1
Materials activator,Materials activator,Materials activator,1
Materials science and engineering,Materials science and engineering,Materials science and engineering,1
hybrid system,hybrid system,hybrid system,2
intensification,intensification,intensification,3
Litopenaeus vannamei,Litopenaeus vannamei,Litopenaeus vannamei,2
microbial approaches,microbial approaches,microbial approaches,1
production costs,Production,Production,65
water quality,Water quality,Water quality,23
Footprint,Footprint,Footprint,3
Renewable,Renewable,Renewable,32
Supply chain,Supply chain,Supply chain,196
Lithium,Lithium,Lithium,29
Pozzolan,pozzolanic activity,pozzolanic activity,13
Agri-food sludge,Agri-food sludge,Agri-food sludge,1
EEM,EEM,EEM,1
PARAFAC,PARAFAC,PARAFAC,1
Thermogravimetry,Thermogravimetric analysis,Thermogravimetric analysis,18
APP performance index,APP performance index,APP performance index,2
Bank app,Bank app,Bank app,2
Circular economy thinking,Circular economy thinking,Circular economy thinking,1
Confidence interval,Confidence interval,Confidence interval,3
Fuzzy evaluation model,Fuzzy evaluation model,Fuzzy evaluation model,1
Externalities,externalities,externalities,13
Municipal Solid Waste,Municipal solid waste,Municipal solid waste,357
Social cost–benefit analysis,Social cost–benefit analysis,Social cost–benefit analysis,1
Technical–economic analysis,Technical–economic analysis,Technical–economic analysis,1
Chemical recycling,Chemical recycling,Chemical recycling,133
Diffusion modelling,Diffusion modelling,Diffusion modelling,2
Food law compliance,Food law compliance,Food law compliance,1
Polyethylene terephthalate beverage bottles,Polyethylene terephthalate beverage bottles,Polyethylene terephthalate beverage bottles,1
Colorimetry,Colorimetry,Colorimetry,4
Inorganic pigments,Inorganic pigments,Inorganic pigments,3
Building,Buildings,Buildings,106
Circular business model (CBM),Circular business model (CBM),Circular business model (CBM),3
Alkaline leaching,Alkaline leaching,Alkaline leaching,2
REE extraction,REE extraction,REE extraction,1
Sardinia (Italy),Sardinia (Italy),Sardinia (Italy),1
Silius mine,Silius mine,Silius mine,1
Waste materials recycling,Waste materials recycling,Waste materials recycling,1
Energy production,Energy production,Energy production,25
Shanghai,Shanghai,Shanghai,2
Aircraft fuel,Aircraft fuel,Aircraft fuel,1
LSTM,LSTM,LSTM,3
Neural network,Neural networks,Neural networks,11
PBCF (performance-based contingency fuel),PBCF (performance-based contingency fuel),PBCF (performance-based contingency fuel),1
Collective action,Collective action,Collective action,5
Public policy,Public policy,Public policy,33
Territories,territory,territory,7
Transition,Transition,Transition,94
Carbon conversion,Carbon conversion,Carbon conversion,1
CCU,CCU,CCU,19
CO<sub>2</sub> utilization,CO<sub>2</sub> emissions,CO<sub>2</sub> emissions,234
Hydrogen,Hydrogen,Hydrogen,174
Methanation,Methanation,Methanation,8
Power to gas,Power to gas,Power to gas,15
Biomimicry,Biomimicry,Biomimicry,21
Life cycle phases,Life cycle phases,Life cycle phases,2
Project management,Project management,Project management,18
Road map,Roadmap,Roadmap,8
Sustainable construction,Sustainability,Sustainability,5297
DPSIR,DPSIR,DPSIR,6
Ecosystem services,Ecosystem services,Ecosystem services,40
SAF,SAF,SAF,2
Social–environmental framework,Social–environmental framework,Social–environmental framework,1
Tamsui River,Tamsui River,Tamsui River,1
Water resource,Water reuse,Water reuse,78
Water smart solutions,Water smart solutions,Water smart solutions,1
Alternative binders,Alternative binders,Alternative binders,1
Asphalt mixture,Asphalt mixture,Asphalt mixture,20
REOB,REOB,REOB,1
Waste materials,Wastewater,Wastewater,497
Enzymatic digestion,Enzymatic digestion,Enzymatic digestion,2
Prebiotic potential,Prebiotic potential,Prebiotic potential,1
Spent biomass,Spent biomass,Spent biomass,2
Ceramics,Ceramics,Ceramics,42
Construction materials,Construction,Construction,350
Mining waste,Mining waste,Mining waste,72
Mining-contaminated soils,Mining-contaminated soils,Mining-contaminated soils,1
Potentially toxic elements,Potentially toxic elements,Potentially toxic elements,8
Retention of potentially toxic elements,Retention of potentially toxic elements,Retention of potentially toxic elements,2
Biorefining pathway,Biorefining pathway,Biorefining pathway,1
Energy analysis,Energy analysis,Energy analysis,8
Integrated approach,Integrated approach,Integrated approach,6
ball milling,Ball milling,Ball milling,8
circular materials,Circular material use rate,Circular material use rate,33
electronic industries,electronic industries,electronic industries,2
nanosilicon,nanosilicon,nanosilicon,1
recycling photovoltaic panels,recycling photovoltaic panels,recycling photovoltaic panels,1
Critical raw material,Critical raw materials,Critical raw materials,164
E-Waste,E-waste,E-waste,179
Extended producer responsibility,Extended producer responsibility,Extended producer responsibility,75
Human-centred design,Human-centred design,Human-centred design,3
Personas,Personas,Personas,1
Sustainable sanitation,Sustainability,Sustainability,5297
Wastewater technologies,Wastewater technologies,Wastewater technologies,1
Diffusivity,Diffusivity,Diffusivity,1
Hydrofluorocarbons,Hydrofluorocarbons,Hydrofluorocarbons,1
Hydrofluoroolefins,Hydrofluoroolefins,Hydrofluoroolefins,1
Ionic liquids,ionic liquids,ionic liquids,42
Membrane separation,Membrane separation,Membrane separation,7
Solubility,Solubility,Solubility,10
Innovative fabrics,Innovative fabrics,Innovative fabrics,1
Scale development,Scale development,Scale development,5
Sustainable fashion,Sustainability,Sustainability,5297
Young customers,Young customers,Young customers,1
Key enabling technologies,Key enabling technologies,Key enabling technologies,4
Twin transition,Twin transition,Twin transition,5
case study,Case study,Case study,126
compost,Composting,Composting,298
food waste,Food waste,Food waste,350
municipal solid waste (MSW),Municipal solid waste,Municipal solid waste,357
systems thinking,Systems thinking,Systems thinking,52
Nitrogen,Nitrogen,Nitrogen,57
Sewage,Sewage,Sewage,9
Anaerobic co-digestion,Anaerobic digestion,Anaerobic digestion,423
Biofuels,Biofuels,Biofuels,182
Cheese whey,Cheese whey,Cheese whey,19
Disassembly planner design,Disassembly planner design,Disassembly planner design,1
Disassembly strategy optimization,Disassembly strategy optimization,Disassembly strategy optimization,1
Electric vehicle battery,Electric vehicles,Electric vehicles,123
Lithium-ion battery,Lithium-ion batteries,Lithium-ion batteries,164
Associative Democracy,Associative Democracy,Associative Democracy,1
institutions,Institutional theory,Institutional theory,65
practices,practices,practices,24
rethinking democratic socialism: principles,rethinking democratic socialism: principles,rethinking democratic socialism: principles,1
Cooperation of public,Cooperation of public,Cooperation of public,1
Participatory action research,Participatory action research,Participatory action research,5
Private and community sectors,Private and community sectors,Private and community sectors,1
Sustainable self-managed,Sustainable self-managed,Sustainable self-managed,1
Lightweight alloys,Lightweight alloys,Lightweight alloys,1
Utomotive lightweighting,Utomotive lightweighting,Utomotive lightweighting,1
COVID-19,COVID-19,COVID-19,143
Disease X,Disease X,Disease X,1
