keyword,frequency
Bio-based materials,39
zeta potential,39
Lead,39
Nigeria,39
automobile industry,39
cosmetic,39
Sustainability performance,39
local government,39
LCA,39
Dust,39
Polyethylene Terephthalates,38
Biofuel production,38
mineralization,38
nitrification,38
certification,38
Indicator indicator,38
rice,38
bacterial strain,38
bioprocess,38
urine,38
Multiple-case study,38
gene expression,38
Web of Science,38
Organic acids,38
safety,38
Aromatization,38
Hydrogels,38
cluster analysis,38
selenium,38
algal growth,38
photocatalysis,38
Organic fertilizers,38
Asphalt,38
organic pollutant,38
liquid,38
room temperature,38
quality of life,38
Functional materials,38
Elastic moduli,38
Industrial plants,38
River pollution,38
RNA 16S,38
Anti-Bacterial Agents,38
entrepreneur,38
input-output analysis,38
Taxation,38
resource scarcity,38
Female,38
Flanders,38
Polymerization,38
Risk perception,38
Hydrophobicity,37
mineral resource,37
Turkey,37
ground water,37
Sludge disposal,37
mining industry,37
organizational framework,37
cell viability,37
Microbial communities,37
Dynamics,37
Soil testing,37
Accident prevention,37
Pyrolysis process,37
environmental quality,37
Natural environments,37
Hong Kong,37
Food system,37
Larva,37
wine,37
Sanitation,37
nutrient availability,37
Microstructure,37
financial management,37
biochemical composition,37
Environmental implications,37
Bangladesh,37
Waste production,37
diffusion,37
polyvinylchloride,37
Eco-innovation,37
High-density polyethylenes,37
Electric discharges,37
Sustainable economy,37
biocompatibility,37
chemical modification,37
global economy,37
Delignification,37
hydrogen bond,37
Earnings,37
liquefaction,37
Plastic materials,37
ecological footprint,37
fly,37
regional economy,37
Climate Change,37
Domestic appliances,37
Animalia,37
Sulfur,36
Mining waste,36
ITS applications,36
leachate,36
cultural heritage,36
Steam,36
volatilization,36
Antioxidant activities,36
Resource-efficient,36
livestock farming,36
Trade off,36
Carotenoids,36
Intelligent systems,36
theoretical model,36
species cultivation,36
data set,36
Genetic algorithms,36
Green technology,36
Value creation,36
computer simulation,36
Chains,36
water use,36
Life cycle costing,36
standardization,36
bacterial growth,36
Cattle,36
Antibiotics,36
Neural networks,36
polylactic acid,36
Chemical modification,36
soil remediation,36
plant residue,36
Cosmetics,36
guideline,36
Global population,36
Emerging technologies,36
pulp and paper industry,36
cyanobacterium,36
Circular supply chain,36
sludge treatment,36
Game theory,36
alkali,36
ecotoxicology,36
adsorption kinetics,36
aluminum oxide,36
Secondary recovery,36
ionic liquid,36
water contamination,36
seaweed,36
bulk density,36
low temperature,36
Low emission,36
sediment,36
Heat storage,36
Flame retardants,36
Gas adsorption,36
panel data,36
Waste products,36
color,36
Struvites,35
Sulfuric acid,35
Fossil Fuels,35
Clay,35
DPPH radical scavenging assay,35
viscosity,35
heat,35
Fatty Acids,35
Plant shutdowns,35
chemical procedures,35
nitrous oxide,35
Multicriteria decision-making,35
paradigm shift,35
semi structured interview,35
Diet,35
Sustainable products,35
Future perspectives,35
Sediments,35
Economic sustainability,35
remediation,35
Biogas plants,35
Emulsification,35
Extraction method,35
Organic fraction of municipal solid wastes,35
essential oil,35
socioeconomic impact,35
harvesting,35
Data Analytics,35
Natural aggregate,35
Roadmap,35
Bioenergy productions,35
Bio-based products,35
mechanical property,35
straw,35
tourism,35
farming system,35
prioritization,35
Carbon fiber reinforced plastics,35
Development,35
Croatia,35
Sugars,35
Environmental policy,35
metabolic engineering,35
cross linking,35
Oxidation-Reduction,35
sea water,35
spatial analysis,35
Environmental economics,35
clothing industry,35
Removal efficiencies,35
Impact strength,35
Environmental aspects,35
Life cycle thinking,35
End-of-life products,35
Bio-hydrogen,35
sampling,35
dry weight,35
Green development,35
Activated carbon treatment,34
Bio-oils,34
Magnesia,34
Anaerobic digestion process,34
Systems thinking,34
Biosolids,34
Leachates,34
Dietary Supplements,34
Extraction process,34
Research,34
hospital waste,34
product design,34
Leachate treatment,34
tomato,34
Valuable metals,34
Functionalized,34
Biodegradable plastics,34
antibiotic resistance,34
marine pollution,34
End-of-Life Vehicles,34
Denitrification,34
biodegradable plastic,34
Big data,34
Side streams,34
solubilization,34
Scientific literature,34
Remediation,34
iron and steel industry,34
Economic models,34
Waste management strategies,34
Data mining,34
Energy efficient,34
chloride,34
carbon monoxide,34
pectin,34
Cluster analysis,34
Process control,34
distillation,34
fossil,34
econometrics,34
Argentina,34
bacterium culture,34
population density,34
policy analysis,34
Linear programming,34
Mechanical properties,34
oil industry,34
pigment,34
Brunauer Emmett Teller method,34
carbon neutrality,34
acid,33
Risk management,33
Resilience,33
classification,33
tailings,33
Clostridium,33
Human resource management,33
glycerol,33
Hermetia illucens,33
Black soldier fly larvae,33
action plan,33
wetland,33
Global challenges,33
research method,33
Factor analysis,33
Economic values,33
Amines,33
Desorption,33
Electric Power Supplies,33
Reinforced concrete,33
Staphylococcus aureus,33
biochemistry,33
Metabolic engineering,33
Bio-ethanols,33
Pressung,33
agricultural production,33
Food security,33
chitin,33
High resolution transmission electron microscopy,33
Asphalt pavements,33
Polyols,33
Surface active agents,33
Citrus,33
Water scarcity,33
valuation,33
Theoretical framework,33
Scientific community,33
Wind turbines,33
meat,33
soybean,33
Textile fibers,33
Geographic information systems,33
agricultural soil,33
academic research,33
Agro-wastes,33
Resource allocation,33
Industrial scale,33
Young modulus,33
Food Packaging,33
Spirulina,33
Seeds,33
Latin America,33
acid mine drainage,33
Waste collection,33
iron oxide,33
Thermal energy,33
Learning systems,33
ozone depletion,33
End-of-life managements,33
Alcohols,33
Budget control,33
human cell,33
Vehicles,33
Smartphones,33
limit of quantitation,33
Lifespans,33
Glass fibers,33
Sustainable,33
Nano-cellulose,32
Surface chemistry,32
inductively coupled plasma mass spectrometry,32
energy market,32
Powders,32
solvent extraction,32
Products,32
Biocatalysis,32
Tannins,32
drug industry,32
survey method,32
Resource scarcity,32
responsibility,32
Added values,32
brine,32
Fluorescence,32
Economic viability,32
Magnetite,32
Nutrient recycling,32
nutrient content,32
Energy generations,32
flow rate,32
Multi criteria decision-making,32
Fresh Water,32
Thermo chemical process,32
Biogenics,32
Irradiation,32
Biogas upgrading,32
Electronics,32
electronics,32
Combustion,32
Food Industry,32
chlorophyll,32
Losses,32
cellulase,32
Value-added chemicals,32
attention,32
GHG emission,32
Agaricales,32
sugar,32
Digital transformation,32
sodium hydroxide,32
Seaweed,32
health care,32
physician,32
Cost Effectiveness,32
freeze drying,32
Sustainable technology,32
pore size,32
phenolic compound,32
collagen,32
Alkali-activated,32
Knowledge based systems,32
Waste prevention,32
Recovery process,32
Waste hierarchies,32
Process simulations,32
Decision Making,32
antiinflammatory activity,32
soil organic matter,32
bottom ash,32
Density functional theory,32
Data handling,32
powder,32
fruit waste,32
Wastewater management,31
Waste tires,31
Hematite,31
Energy demands,31
Scale-up,31
Supercritical fluids,31
critical analysis,31
Carboxylation,31
biocatalyst,31
microbial fuel cell,31
Sustainable building,31
Milling (machining),31
Urban mining,31
Bioactives,31
social impact,31
Cradle to cradles,31
Natural gas,31
energy policy,31
firm size,31
Nanostructured materials,31
Organometallics,31
Ecuador,31
suspended particulate matter,31
Pavements,31
pressure,31
alginic acid,31
research and development,31
Population growth,31
Green extractions,31
food chain,31
Biomass productions,31
scientific literature,31
Polyurethane Foam,31
Plastic wastes,31
Petrochemicals,31
Polymer matrix composites,31
response surface methodology,31
Poly lactic acid,31
Electrolytic reduction,31
social media,31
Arsenic,31
Waste cooking oil,31
Lead compounds,31
cytotoxicity,31
formic acid,31
Zinc oxide,31
Green economies,31
Pilot scale,31
polycyclic aromatic hydrocarbon,31
environmental exposure,31
Green Chemistry Technology,31
health risk,31
toxic substance,31
Waste management practices,31
profit,31
Resources utilizations,31
Turbomachine blades,31
reactive oxygen metabolite,31
correlation,31
biotechnological production,31
calculation,31
density,31
information processing,31
experimental design,31
Bolivia,31
Photovoltaic modules,31
Zero emission,31
Supercritical fluid extraction,30
Phase separation,30
Tailings,30
water content,30
Eco-industrial park,30
Potential energy,30
Pandemics,30
Iterative methods,30
Flocculation,30
peptide,30
inorganic compound,30
Alkalines,30
Biosorbents,30
chemical industry,30
Green energy,30
Matthiola,30
Purchasing,30
A-carbon,30
Medical applications,30
Policy,30
Economic and environmental benefits,30
Nutrient removal,30
Meats,30
Health,30
food quality,30
Employment,30
wind power,30
Manganese compounds,30
Chemical reactors,30
Surface waters,30
Oligochaeta,30
chlorine,30
Electric batteries,30
Scenedesmus,30
Rice husk,30
data envelopment analysis,30
Restoration,30
metalloid,30
Catalytic cracking,30
antibacterial activity,30
Smart manufacturing,30
fishery,30
Molecular weight,30
pollution policy,30
public policy,30
Deposits,30
Process optimisation,30
Chlorella sorokiniana,30
Diesel engines,30
graphite,30
Rigid foamed plastics,30
Sustainable strategies,30
Air quality,30
dust,30
Materials and products,30
Adhesion,30
urban agriculture,29
bioactivity,29
Soil amendment,29
liquid chromatography-mass spectrometry,29
Coal deposits,29
Construction and demolition,29
Integrated approach,29
separation technique,29
Soil conservation,29
microflora,29
Transesterification,29
microbial consortium,29
Russian Federation,29
dangerous goods,29
resource depletion,29
metabolite,29
Electricity,29
Polycyclic aromatic hydrocarbons,29
Automotives,29
hydrogel,29
Resource conservation,29
manufacturing industry,29
Innovation,29
Carbon material,29
Multicriterion decision makings,29
Activated sludge process,29
willingness to pay,29
Self-healing materials,29
Energy sector,29
Carbon dioxide emissions,29
Anthocyanins,29
Glass industry,29
spectroscopy,29
ammonium,29
hydroxide,29
architectural design,29
mushroom,29
Electrochemical electrodes,29
Surface morphology,29
Renewable feedstocks,29
Management strategies,29
morphology,29
plasticizer,29
finance,29
reaction temperature,29
sulfide,29
Food loss,29
Construction projects,29
Manufacturing sector,29
Food safety,29
Fluorine compounds,29
sand,29
Analytic hierarchy process,29
Hazardous materials,29
industrial enterprise,29
Olive Oil,29
regulatory approach,29
Theory of Planned Behavior,29
enzyme synthesis,29
environmental footprint,29
Zero-carbon,29
Aspergillus,28
built environment,28
Energy-savings,28
Classifieds,28
Collagen,28
Hydrogen fuels,28
Structural equation models,28
Multi-objectives optimization,28
Coagulation,28
Mixing,28
aeration,28
Separation process,28
FTIR spectroscopy,28
Multivariant analysis,28
Patents and inventions,28
Thermal Analysis,28
Research gaps,28
Environmental damage,28
global perspective,28
Simuliidae,28
Carbon neutrals,28
antibiotic agent,28
Decision makers,28
nutrition,28
Pseudomonas,28
prospective study,28
Biosynthesis,28
Hydrogen Peroxide,28
hydrogen sulfide,28
greenhouse,28
Phytochemicals,28
Municipal solid waste (MSW),28
electrolysis,28
ethanol,28
crop yield,28
microbial biomass,28
Decision theory,28
biomass valorization,28
Small and medium-sized enterprise,28
Nitrogen compounds,28
process design,28
Nitrogen recovery,28
Density (specific gravity),28
Iron alloys,28
polyurethan,28
solid,28
contact time,28
Ligno-cellulosics,28
Hydrated lime,28
Economic performance,28
Data driven,28
factor analysis,28
photodegradation,28
urea,28
functional food,28
static electricity,28
swine manure,28
Social and environmental,28
biocatalysis,28
Triple Bottom Line,28
Food products,28
bottom-up approach,28
Sorting,28
butyric acid,28
biomass power,28
Phase change materials,28
Glass ceramics,28
Ultrasonics,28
dewatering,27
pore volume,27
Fuzzy sets,27
Agricultural productions,27
Microbiota,27
Bacteria (microorganisms),27
Industrial parks,27
energy conversion,27
Tanning,27
Industrial waste treatment,27
health care policy,27
Treatment technologies,27
technical efficiency,27
thermal analysis,27
surfactant,27
Liquefaction,27
Nanofiltration,27
Nanostructures,27
Embodied carbons,27
Gravimetry,27
air quality,27
real time polymerase chain reaction,27
monitoring,27
Bioprocesses,27
Fruit and vegetables,27
Ukraine,27
Sorption,27
industrial policy,27
cost control,27
Design strategies,27
disinfection,27
Lakes,27
Information use,27
grass,27
irrigation (agriculture),27
artificial membrane,27
Heat treatment,27
Comprehensive analysis,27
Economic activities,27
Infrared spectroscopy,27
soil acidity,27
Groundwater pollution,27
cation exchange,27
Recycling of wastes,27
Renewables,27
X ray diffraction analysis,27
ammonium sulfate,27
inoculation,27
macroalga,27
emission inventory,27
microwave assisted extraction,27
lipid composition,27
cleaner production,27
motivation,27
Plant Leaves,27
Waste to wealth,27
Statistics,27
Multi-criteria decision analysis,27
reproducibility,27
Mexico [North America],27
Air pollution,27
entropy,27
Emission reduction,27
Materials recycling,27
Depolymerization,27
Molluscs,27
bioleaching,27
Food sector,27
Shrinkage,26
