keyword,frequency
Synthesis,9
spatial analysis,9
Quantitative analysis,9
Sustainability reporting,9
GDP,9
Thematic analysis,9
chemicals,9
Environmental issues,9
Metals recovery,9
algae,9
Circular economy business models,9
Pulp and paper industry,9
copper,9
Bioactive peptides,9
Human health,9
Standardization,9
simulation,9
health,9
Firm performance,9
Epoxy,9
materials,9
Communication,9
manure,9
e-waste management,9
Delphi,9
industry,9
Resource conservation,9
Wind turbine blades,9
economic assessment,9
Sustainable business,9
Life-cycle analysis,9
Edible insects,9
Green public procurement,9
Graphene oxide,9
risk,9
co-creation,9
Internet of things (IoT),9
Composite indicator,9
Circular economy model,9
Advanced oxidation processes,9
PET recycling,9
XRD,9
big data,9
Healthcare waste,9
Coating,9
Antimicrobial,9
well-being,9
3R,9
Flame retardancy,9
Corporate sustainability,9
Rebound effects,9
architecture,9
Sugarcane bagasse,9
Waste activated sludge,9
waste pickers,9
Agent-based modeling,9
extrusion,9
Green logistics,9
Extracellular polymeric substances,9
organic matter,9
PET waste,9
modelling,9
Lithium ion batteries,9
RDF,9
Sustainable mining,9
self-healing,9
Design for circularity,9
Decommissioning,9
Functional properties,9
strategies,9
Methane production,9
Waste-to-Energy,9
Mine waste,9
technological innovation,9
Waste trade,9
shelf life,9
Hydroxyapatite,9
Environmental indicators,9
Dietary fiber,9
consumer,9
Resource,9
Grape pomace,9
Rural development,9
Romania,9
Circularity index,9
public policy,9
Oxygen reduction reaction,9
Supplier selection,9
transformation,9
Circular material use rate,9
Biomass energy,9
Microorganisms,9
circular economies,9
ecology,9
CO<sub>2</sub> adsorption,9
Biobased,9
secondary raw materials,9
Best-worst method,9
Constructed wetlands,9
Artificial Intelligence,9
Gypsum,9
sustainable consumption and production,9
sustainable business,9
Lignocellulosic waste,9
Sustainable supply chains,9
rice husk,9
composite materials,9
Agenda 2030,9
E-waste management,9
Uncertainty analysis,9
Emerging markets,9
bio-based,9
struvite,9
ISO 14001,9
soil quality,9
textile,9
aluminum,9
global warming potential,9
monitoring,9
anthocyanins,9
DFT,9
extraction methods,9
Plastic upcycling,9
microwave-assisted extraction,9
environmental economics,9
greenwashing,9
agro-waste,9
food systems,9
text mining,9
biodegradable polymers,9
planetary boundaries,9
biobased,9
glass,9
financial performance,9
sustainable innovation,9
remediation,9
deep learning,9
circular supply chain management,9
ecosystem services,9
sustainable aquaculture,9
Aminolysis,9
organic farming,9
Spent lithium-ion batteries,9
waste electrical and electronic equipment,9
activated carbon,9
Critical review,8
Policy instruments,8
decoupling,8
Polyhydroxyalkanoate,8
Agri-food sector,8
Pro-environmental behavior,8
Black soldier fly larvae,8
collection,8
Brine management,8
heterogeneous catalysis,8
poly(lactic acid),8
Methanation,8
Solubility,8
Plastic waste recycling,8
Magnetite,8
Cement industry,8
closed loop,8
Developing economy,8
leadership,8
Standards,8
Revalorization,8
Biodegradable polymers,8
microorganisms,8
Anthocyanins,8
Insect,8
Slovakia,8
Climate Change,8
Green marketing,8
Bioactivities,8
Extraction methods,8
Biosorbents,8
Cradle to cradle,8
Design for deconstruction,8
Green building,8
TGA,8
Biorefining,8
VOCs,8
Crude glycerol,8
Chemical composition,8
Product stewardship,8
carbon sequestration,8
Sustainable finance,8
Sustainable mobility,8
Manufacturing companies,8
business strategy,8
Distributed manufacturing,8
Profitability,8
Ammonium,8
Circular economy indicators,8
Tensile strength,8
Oxidation,8
Performance measurement,8
Bioreactor,8
Groundwater,8
Pavement,8
Phosphorous recovery,8
Environmental footprint,8
carbon fiber,8
Household waste,8
Hydroponics,8
Seawater,8
Mine tailings,8
Phycoremediation,8
green growth,8
policy analysis,8
Society,8
Structure,8
Germany,8
Chemical precipitation,8
Greenhouse,8
biodegradable plastics,8
proteins,8
Salinity,8
Isotherm,8
Mobility,8
Behaviour,8
Phosphate recovery,8
Solar,8
Netherlands,8
Bricks,8
Evaluation,8
Factor analysis,8
polyethylene terephthalate (PET),8
Health benefits,8
Digital circular economy,8
biocatalysis,8
Attitudes,8
Environmentally friendly,8
Natural fiber,8
Ammonia recovery,8
PVC,8
Olive mill wastewater,8
Housing,8
principles,8
rebound effect,8
Innovation ecosystem,8
catalyst,8
Cradle-to-cradle,8
Organic matter,8
Productivity,8
Hydroponic,8
Agri-food industry,8
Gas fermentation,8
Seafood,8
Thermochemical recycling,8
Natural resource management,8
polyurethane foam,8
Urban farming,8
Membrane fouling,8
scenario analysis,8
phenols,8
Alginate,8
carbon capture and utilization,8
eco-industrial park,8
natural fibers,8
Circular agriculture,8
Earthworms,8
Process design,8
livestock,8
Microwave-assisted extraction,8
Material passport,8
Green Chemistry,8
Waste sorting,8
Multicriteria analysis,8
Product-service system (PSS),8
Remanufacture,8
Sustainable practices,8
electronics,8
Design for recycling,8
Transition management,8
Metal recycling,8
Chemicals,8
end-of-waste,8
Iron,8
Reprocessing,8
project management,8
raw materials,8
Food wastes,8
Solid state fermentation,8
Bullwhip effect,8
Low-carbon economy,8
environmental assessment,8
climate change mitigation,8
Apparel,8
bioactive peptides,8
collagen,8
Activation,8
Antimicrobial activity,8
polyester,8
anaerobic co-digestion,8
Aggregate,8
Chemometrics,8
Insect farming,8
nature-based solution,8
Biogenic carbon,8
Quality of life,8
Decision support tool,8
E-commerce,8
Energy saving,8
business,8
Wear,8
Chlorella vulgaris,8
sustainable production and consumption,8
Nitrogen removal,8
Organic fraction of municipal solid waste,8
sufficiency,8
University,8
re-use,8
strategic management,8
membrane,8
furniture,8
chemical industry,8
Laccase,8
Furfural,8
Eco-friendly,8
deconstruction,8
Polyethylene terephthalate (PET),8
Greywater,8
Graphene,8
Environmental analysis,8
material flow,8
PET bottle,8
Interpretive structural modeling,8
Data-driven,8
Distributed recycling,8
Agri-food supply chain,8
environmental,8
Synthetic biology,8
Bauxite residue,8
3-D printing,8
Sintering,8
Magnesium,8
Insects,8
Additive,8
Integrated biorefinery,8
waste reuse,8
green human resource management,8
environmental education,8
Model,8
Electrolysis,8
social responsibility,8
Kenya,8
Renovation,8
mobility,8
Circular economy performance,8
Environmental benefits,8
Wind turbine,8
Critical minerals,8
Constructed wetland,8
Lightweight aggregate,8
Practices,8
municipal wastewater,8
metallurgy,8
health benefits,8
Biosurfactant,8
Landfilling,8
Waste Electrical and Electronic Equipment (WEEE),8
emerging economies,8
Resources recovery,8
thermal treatment,8
Waste printed circuit boards,8
mechanism,8
disassembly,8
community,8
Carbon emission reduction,8
Lead,8
sensitivity analysis,8
Fuel,8
Economic performance,8
methanol,8
precipitation,8
separation,8
acid mine drainage,8
essential oils,8
sustainable circular economy,8
LinkedIn,8
reclamation,8
tensile strength,8
red mud,8
polymer composites,8
injection molding,8
Climate mitigation,8
cultural heritage,8
Hydrothermal treatment,8
Systematic Literature Review,8
zeolite,8
lead,8
packaging waste,8
biosolids,8
Net-zero,8
Emerging technologies,8
Green practices,8
biostimulant,8
waste disposal,8
whey,8
reprocessing,8
phosphorus recovery,8
regional development,8
Adsorbents,8
urban regeneration,8
UN SDG 11: Sustainable cities and communities,8
ultrasound-assisted extraction,8
Natural resource-based view,8
deep eutectic solvents,8
clean energy,8
bio-oil,8
porosity,8
syngas,8
phytoremediation,8
classification,8
safety,8
Poly(ethylene terephthalate),7
Cogeneration,7
char,7
Lipid,7
Human capital,7
Modularity,7
Microbiota,7
Regulatory framework,7
Tyres,7
Asphalt mixture,7
Sewage,7
Electric vehicle battery,7
Polyvinyl alcohol,7
Small and medium enterprises (SMEs),7
Science mapping,7
Patents,7
Digestibility,7
Seaweed,7
Energy generation,7
Index,7
CO<sub>2</sub> fixation,7
Prebiotics,7
genetic engineering,7
Sustainable building materials,7
Novel food,7
cellulose nanocrystals,7
Forestry,7
Economic efficiency,7
Waste biorefinery,7
Byproducts,7
Chemical activation,7
Ethics,7
Hemicellulose,7
Carbohydrates,7
waste cooking oil,7
Kinetic study,7
Bio-based chemicals,7
Monte Carlo simulation,7
geopolymers,7
Fertilization,7
Circular transition,7
nutrition,7
Informal recycling,7
urban agriculture,7
Facility location,7
Cupriavidus necator,7
Tetracycline,7
Sri Lanka,7
Sustainability-oriented innovation,7
Electrochemistry,7
bioprocess,7
Agricultural by-products,7
ICT,7
Allocation,7
Dehydration,7
Production planning,7
Material passports,7
Agro-industrial wastes,7
Eco-innovations,7
Conceptual design,7
participation,7
second life,7
Glass recycling,7
Rare earth,7
Vermicompost,7
Organic agriculture,7
Competition,7
Biosurfactants,7
Water resources,7
Knowledge management,7
Microfiltration,7
Supplementary cementitious material,7
PHA,7
Solid wastes,7
Resource use efficiency,7
Recycled concrete aggregate,7
Recirculation,7
Sound absorption,7
solar energy,7
e-commerce,7
Sustainable transition,7
Hydrogen peroxide,7
Eggshell,7
Biofuel production,7
Automation,7
Cotton,7
Evolution,7
Electricity generation,7
Multivariate analysis,7
Analytical hierarchy process,7
Biomass conversion,7
Gold,7
Small and medium enterprises,7
Co-processing,7
France,7
hydrogels,7
Synergy,7
Bioavailability,7
sanitation,7
Environmental regulation,7
Questionnaire survey,7
Perception,7
Carbonation,7
Encapsulation,7
greenhouse gas,7
Carbon neutral,7
Urban resilience,7
Microbial electrosynthesis,7
Theory of Planned Behaviour,7
Demolition waste,7
Malmquist productivity index,7
Industrial waste management,7
Social,7
circular society,7
regeneration,7
Social responsibility,7
Biomethane production,7
ANN,7
Green concrete,7
Business ecosystem,7
Food processing,7
clay,7
Bio-based polymers,7
Urban waste,7
Humic acids,7
Recycling rates,7
productivity,7
DSC,7
Mechanical strength,7
Economic,7
Principles,7
Active packaging,7
Regulatory promotion,7
Purification,7
Design strategies,7
Circular materials,7
Secondary materials,7
Acidification,7
Livestock feed,7
Neural networks,7
Agro-industrial residues,7
bio-economy,7
Renewable energy sources,7
Information systems,7
contamination,7
Contaminants,7
Biomass bottom ash,7
Wind turbines,7
Sustainable technology,7
Renewable sources,7
Manganese,7
Cadmium,7
Green circular economy,7
Plant nutrition,7
Advanced oxidation process,7
Alternative protein,7
Well-being,7
Canada,7
Russia,7
Rice husk,7
Circular value chain,7
Source-separated urine,7
Agro-industrial by-products,7
Organizational learning,7
Strategic management,7
Industrial Ecology,7
Reusable packaging,7
residues,7
Mortars,7
Manufacturing industry,7
Costs,7
Dye removal,7
Silica,7
Growth,7
Construction waste management,7
Sustainable building,7
Landfills,7
Industrial sustainability,7
Trade-offs,7
Cost analysis,7
risk management,7
sustainable business models,7
Green solvents,7
Permeability,7
Scopus,7
Polymer recycling,7
adsorbent,7
Experimentation,7
Mathematical optimization,7
Ukraine,7
biostimulants,7
circular transition,7
Glass,7
New Zealand,7
Biohydrometallurgy,7
Circular economy strategy,7
product-service system,7
Recycling efficiency,7
biosorption,7
wastewater reuse,7
bacteria,7
business performance,7
Informal recycling sector,7
Water recovery,7
Heterogeneous catalysis,7
economics,7
climate action,7
Strong sustainability,7
agro-industrial by-products,7
Households,7
Bio-based plastics,7
Aromatics,7
Vertical farming,7
thermodynamics,7
electrochemistry,7
Decision support,7
photovoltaic,7
production,7
Emergy,7
Sensors,7
Anaerobic membrane bioreactor,7
Reduce,7
Value retention,7
Mobile phones,7
value chains,7
emissions,7
Environmental policies,7
Nutrition,7
Mexico,7
Trade,7
Practice theory,7
Computer vision,7
Lipase,7
Incineration bottom ash,7
higher education,7
Aerobic granular sludge,7
Natural fibres,7
ion exchange,7
Cyanobacteria,7
Energy conversion,7
European green deal,7
Green infrastructure,7
Metal,7
Circular Supply Chain,7
combustion,7
Organic waste management,7
Antibacterial,7
Waste incineration,7
water scarcity,7
green supply chain,7
building components,7
Integration,7
Waste composition,7
Low carbon,7
Carbon fibre,7
just transition,7
biogas plant,7
Silver recovery,7
ultrasound,7
environmental awareness,7
purchase intention,7
circular supply chains,7
Economic evaluation,7
Water treatment sludge,7
Software,7
analytic hierarchy process,7
Pakistan,7
Pricing,7
nutrient removal,7
textile recycling,7
Action research,7
Product circularity,7
Wastewater treatment plants,7
life cycle thinking,7
Material flows,7
Environmental awareness,7
Dynamic material flow analysis,7
second-hand clothing,7
smart cities,7
knowledge,7
Volatile organic compounds,7
Sufficiency,7
digestibility,7
maintenance,7
Consequential LCA,7
vermicompost,7
Mechanism,7
retail,7
Flexural strength,7
Green technologies,7
organic fertilizers,7
green transition,7
nutritional value,7
slag,7
gender,7
Fuzzy AHP,7
sludge,7
Soil pollution,7
circular construction,7
Circular ecosystem,7
repurposing,7
hydroponics,7
multi-criteria decision-making,7
social media,7
viscosity,7
digital product passport,7
Techno-economic,7
spent mushroom substrate,7
revalorization,7
sustainable polymers,7
bioavailability,7
bioactivity,7
material footprint,7
process simulation,7
agri-food,7
Density functional theory,7
biohydrogen,7
rheological properties,7
wastewater treatment plants,7
servitization,7
repurpose,7
carbon emission,7
automation,7
sustainable buildings,7
One Health,7
transesterification,7
apple pomace,7
sustainable technology,7
vitrimers,7
Reverse Logistics,7
sustainable tourism,7
Lactuca sativa,7
lipid oxidation,7
digitization,7
essential oil,7
stability,7
prefabrication,7
energy management,7
antioxidant properties,7
recycled materials,7
recycling rate,7
sorption,7
chromium,7
devulcanization,7
social,7
smart manufacturing,7
UN SDG 12: Responsible consumption and production,7
agro-industrial residues,7
membranes,7
Circular innovation,6
ethanol,6
Architecture,6
organizational performance,6
Prefabricated construction,6
Physicochemical properties,6
Closing the loop,6
Co-pyrolysis,6
Blast furnace slag,6
Product lifecycle,6
GHG emission,6
spectroscopy,6
Mineralogy,6
Phenolic acids,6
Zero liquid discharge,6
hydrogenolysis,6
Palm oil,6
water quality,6
DPSIR,6
Potentially toxic elements,6
PEF,6
Sustainable biorefinery,6
Biomaterial,6
Dysprosium,6
Product innovation,6
Slow fashion,6
Bamboo,6
Metakaolin,6
Pythagorean fuzzy AHP,6
Energy conservation,6
Benchmark,6
Circular economy approach,6
Green,6
Biological cycle,6
